"genome_id","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name"
"DTR_813950","HGM",8407,89,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_814050","HGM",17237,85,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_814057","HGM",8117,99,1,0,0,9,"Host-Associated","Human","Gut","GCA_001504535.1"
"DTR_814077","HGM",8407,89,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_814211","HGM",17428,75,3,0,0,14,"Host-Associated","Human","Gut",NULL
"DTR_814244","HGM",11753,59,3,0,0,11,"Host-Associated","Human","Gut","GCA_000909915.1"
"DTR_814294","HGM",2093,77,1,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_814455","HGM",8615,32,2,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_815021","HGM",17174,22,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_815161","HGM",5421,37,2,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_815416","HGM",18282,99,7,0,0,21,"Host-Associated","Human","Gut",NULL
"DTR_815521","HGM",8407,89,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_815572","HGM",8407,89,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_815615","HGM",3956,90,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_815697","HGM",8407,89,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_815710","HGM",16742,83,3,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_816106","HGM",9598,45,2,0,0,7,"Host-Associated","Human","Gut",NULL
"DTR_816107","HGM",15693,82,8,0,0,18,"Host-Associated","Human","Gut","GCA_003368845.1"
"DTR_816354","HGM",10329,95,0,0,1,8,"Host-Associated","Human","Gut",NULL
"DTR_816472","HGM",4919,32,4,0,0,4,"Host-Associated","Human","Gut",NULL
"DTR_817110","HGM",2266,92,1,0,0,5,"Host-Associated","Human","Gut",NULL
"DTR_817142","HGM",12527,95,8,1,0,8,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_817409","HGM",8525,97,2,1,0,9,"Host-Associated","Human","Gut",NULL
"DTR_817419","HGM",13812,97,9,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_817528","HGM",16565,36,7,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_817597","HGM",16255,97,7,0,0,17,"Host-Associated","Human","Gut",NULL
"DTR_817724","HGM",14034,75,3,1,0,18,"Host-Associated","Human","Gut",NULL
"DTR_817740","HGM",10911,95,2,0,0,14,"Host-Associated","Human","Gut",NULL
"DTR_818034","HGM",2673,90,1,0,0,2,"Host-Associated","Human","Gut",NULL
"DTR_818062","HGM",9023,97,3,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_818132","HGM",13673,95,6,1,0,12,"Host-Associated","Human","Gut",NULL
"DTR_818592","HGM",19080,95,2,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_818643","HGM",17202,50,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_818834","HGM",9492,93,3,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_818975","HGM",17255,91,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_819187","HGM",5090,95,1,0,0,4,"Host-Associated","Human","Gut",NULL
"DTR_819301","HGM",8782,93,2,1,0,9,"Host-Associated","Human","Gut","GCA_001503755.1"
"DTR_819383","HGM",2669,86,1,0,0,2,"Host-Associated","Human","Gut",NULL
"DTR_819528","HGM",9648,95,2,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_819596","HGM",2019,95,1,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_819597","HGM",13384,34,4,1,0,4,"Host-Associated","Human","Gut",NULL
"DTR_819625","HGM",2993,31,3,0,0,2,"Host-Associated","Human","Gut",NULL
"DTR_819774","HGM",19141,90,2,0,0,19,"Host-Associated","Human","Gut",NULL
"DTR_819775","HGM",17559,90,7,0,0,19,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_819828","HGM",9712,95,1,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_819943","HGM",2471,95,2,0,0,1,"Host-Associated","Human","Gut","GCA_000920215.1"
"DTR_819978","HGM",8747,80,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_820396","HGM",7002,91,1,0,0,7,"Host-Associated","Human","Gut",NULL
"DTR_820486","HGM",2248,74,1,0,0,5,"Host-Associated","Human","Gut",NULL
"DTR_820634","HGM",9990,95,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_821001","HGM",8081,95,2,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_821004","HGM",10745,95,2,0,1,13,"Host-Associated","Human","Gut",NULL
"DTR_821323","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_821378","HGM",13025,79,7,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_821528","HGM",8466,95,3,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_821923","HGM",12528,56,5,0,0,16,"Host-Associated","Human","Gut",NULL
"DTR_822203","HGM",16898,95,3,2,0,20,"Host-Associated","Human","Gut",NULL
"DTR_822216","HGM",12830,95,8,1,0,8,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_822269","HGM",8990,95,4,1,0,8,"Host-Associated","Human","Gut",NULL
"DTR_822507","HGM",9672,95,2,1,0,10,"Host-Associated","Human","Gut",NULL
"DTR_822598","HGM",4882,95,1,0,0,5,"Host-Associated","Human","Gut",NULL
"DTR_822779","HGM",8683,95,1,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_822809","HGM",13548,95,7,1,0,10,"Host-Associated","Human","Gut",NULL
"DTR_822986","HGM",13222,95,2,1,0,15,"Host-Associated","Human","Gut",NULL
"DTR_823001","HGM",2680,86,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_823082","HGM",3013,40,1,0,0,4,"Host-Associated","Human","Gut",NULL
"DTR_823378","HGM",2787,85,2,0,0,4,"Host-Associated","Human","Gut",NULL
"DTR_823483","HGM",17394,83,3,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_823621","HGM",14408,95,4,1,0,17,"Host-Associated","Human","Gut",NULL
"DTR_824002","HGM",13771,95,7,0,0,15,"Host-Associated","Human","Gut",NULL
"DTR_824090","HGM",13772,93,8,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_824361","HGM",19097,68,2,0,0,19,"Host-Associated","Human","Gut",NULL
"DTR_824390","HGM",7232,91,1,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_824662","HGM",19457,95,3,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_824670","HGM",5680,95,0,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_824715","HGM",14897,95,11,0,0,11,"Host-Associated","Human","Gut","GCA_000840245.1"
"DTR_824744","HGM",16296,95,7,0,0,16,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_825063","HGM",17208,56,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_825214","HGM",9614,88,2,0,0,7,"Host-Associated","Human","Gut",NULL
"DTR_825381","HGM",8362,119,2,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_825574","HGM",12222,119,4,0,0,14,"Host-Associated","Human","Gut","GCA_000860185.1"
"DTR_825593","HGM",2800,99,4,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_825692","HGM",16932,99,7,0,0,18,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_825878","HGM",11938,99,8,0,0,11,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_826040","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_826311","HGM",2159,99,1,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_826354","HGM",17511,69,7,0,0,18,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_826355","HGM",19211,69,3,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_826472","HGM",2422,93,1,0,0,1,"Host-Associated","Human","Gut","GCA_002958095.1"
"DTR_826640","HGM",2712,54,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_826735","HGM",9866,99,2,0,0,8,"Host-Associated","Human","Gut",NULL
"DTR_826744","HGM",8391,87,3,0,1,8,"Host-Associated","Human","Gut",NULL
"DTR_827005","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_827411","HGM",9817,48,2,0,0,8,"Host-Associated","Human","Gut",NULL
"DTR_827576","HGM",13591,99,6,0,0,13,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_827601","HGM",8901,24,3,1,0,11,"Host-Associated","Human","Gut",NULL
"DTR_827674","HGM",9484,99,2,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_827849","HGM",15501,99,3,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_827954","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_827963","HGM",6835,70,2,0,1,4,"Host-Associated","Human","Gut",NULL
"DTR_828032","HGM",11465,99,2,1,0,14,"Host-Associated","Human","Gut",NULL
"DTR_828203","HGM",4551,89,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_828269","HGM",9822,99,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_828273","HGM",9551,67,4,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_828277","HGM",8082,99,2,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_828479","HGM",17567,90,5,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_828561","HGM",8423,30,3,1,0,10,"Host-Associated","Human","Gut",NULL
"DTR_828659","HGM",19175,94,7,0,0,13,"Host-Associated","Human","Gut","GCA_000840625.2"
"DTR_828722","HGM",2426,50,2,0,0,1,"Host-Associated","Human","Gut","GCA_000920215.1"
"DTR_829096","HGM",7721,99,3,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_829150","HGM",8191,99,1,0,0,19,"Host-Associated","Human","Gut",NULL
"DTR_829315","HGM",15497,99,4,1,0,22,"Host-Associated","Human","Gut",NULL
"DTR_829354","HGM",9846,99,1,0,0,25,"Host-Associated","Human","Gut",NULL
"DTR_829373","HGM",9225,99,3,0,0,14,"Host-Associated","Human","Gut","GCA_002958085.1"
"DTR_829403","HGM",17192,37,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_829513","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_829719","HGM",2759,99,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_830117","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_830440","HGM",18570,92,4,0,0,15,"Host-Associated","Human","Gut",NULL
"DTR_830477","HGM",17231,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_830539","HGM",16932,99,7,0,0,17,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_830617","HGM",9460,99,3,0,1,15,"Host-Associated","Human","Gut",NULL
"DTR_830811","HGM",8391,87,3,0,1,8,"Host-Associated","Human","Gut",NULL
"DTR_830853","HGM",9866,99,2,0,0,8,"Host-Associated","Human","Gut",NULL
"DTR_831288","HGM",8630,99,2,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_831310","HGM",14899,45,1,0,0,16,"Host-Associated","Human","Gut",NULL
"DTR_831389","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_831713","HGM",16408,99,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1"
"DTR_831911","HGM",17207,55,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_831938","HGM",9551,67,4,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_832142","HGM",19069,69,3,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_832228","HGM",9551,67,4,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_832669","HGM",17112,77,7,0,0,17,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_832673","HGM",18902,77,2,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_832945","HGM",13592,99,6,0,0,14,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_832967","HGM",17043,99,7,0,0,16,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_832976","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_833096","HGM",16402,93,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1"
"DTR_833160","HGM",16408,99,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1"
"DTR_833175","HGM",8592,76,3,0,0,8,"Host-Associated","Human","Gut","GCA_000897435.1"
"DTR_833319","HGM",10799,74,9,0,0,9,"Host-Associated","Human","Gut","GCA_000913995.1"
"DTR_833741","HGM",9423,99,7,1,0,4,"Host-Associated","Human","Gut",NULL
"DTR_833768","HGM",4866,99,2,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_833798","HGM",9460,99,3,0,1,15,"Host-Associated","Human","Gut",NULL
"DTR_833896","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_834058","HGM",17224,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_834473","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_834537","HGM",7721,99,3,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_834975","HGM",15849,69,8,0,0,10,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_834976","HGM",19120,69,2,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_835211","HGM",17219,58,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_835250","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_835282","HGM",9285,99,2,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_835305","HGM",4010,87,1,0,0,5,"Host-Associated","Human","Gut",NULL
"DTR_835366","HGM",2069,32,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_835447","HGM",11414,48,2,1,0,14,"Host-Associated","Human","Gut",NULL
"DTR_835479","HGM",16652,69,7,0,0,16,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_835480","HGM",19140,69,2,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_835502","HGM",17239,84,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_835558","HGM",4561,99,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_835989","HGM",9015,99,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_836018","HGM",3710,28,2,0,0,2,"Host-Associated","Human","Gut",NULL
"DTR_836646","HGM",2688,94,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_836648","HGM",2764,60,4,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_836793","HGM",10403,45,1,0,0,16,"Host-Associated","Human","Gut",NULL
"DTR_836864","HGM",9528,99,4,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_836889","HGM",8592,76,3,0,0,8,"Host-Associated","Human","Gut","GCA_000897435.1"
"DTR_837026","HGM",4551,89,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_837219","HGM",2158,98,1,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_837240","HGM",6770,99,2,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_837267","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_837611","HGM",8640,141,2,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_838573","HGM",17231,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_838608","HGM",13539,99,8,0,0,13,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_838655","HGM",17700,99,3,0,0,17,"Host-Associated","Human","Gut",NULL
"DTR_838660","HGM",8001,99,3,0,0,7,"Host-Associated","Human","Gut",NULL
"DTR_838765","HGM",16721,77,3,0,0,19,"Host-Associated","Human","Gut",NULL
"DTR_838806","HGM",14145,99,6,1,0,13,"Host-Associated","Human","Gut",NULL
"DTR_838891","HGM",9822,99,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_838918","HGM",14926,73,1,0,0,14,"Host-Associated","Human","Gut",NULL
"DTR_839201","HGM",2688,94,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_839202","HGM",2764,60,4,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_839337","HGM",9015,99,1,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_839427","HGM",11509,99,2,1,0,14,"Host-Associated","Human","Gut",NULL
"DTR_839466","HGM",16651,69,7,0,0,15,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_839467","HGM",19140,69,2,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_839551","HGM",12733,99,8,1,0,9,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_839597","HGM",14936,82,1,0,0,16,"Host-Associated","Human","Gut",NULL
"DTR_839598","HGM",11741,99,6,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_839653","HGM",17540,76,7,0,0,16,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_839769","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_839786","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_839931","HGM",7051,78,2,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_840197","HGM",13724,99,8,0,0,12,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_840322","HGM",17268,89,3,0,0,14,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_840346","HGM",13463,99,8,0,0,11,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_840675","HGM",9140,99,4,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_841051","HGM",13650,141,2,1,0,18,"Host-Associated","Human","Gut",NULL
"DTR_841240","HGM",6382,92,4,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_841340","HGM",17233,81,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_841471","HGM",11676,141,3,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_841564","HGM",4437,141,1,0,0,4,"Host-Associated","Human","Gut",NULL
"DTR_841591","HGM",8035,141,3,0,0,15,"Host-Associated","Human","Gut",NULL
"DTR_841629","HGM",11157,33,2,1,0,14,"Host-Associated","Human","Gut",NULL
"DTR_841970","HGM",10829,99,4,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_842007","HGM",6382,92,4,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_842038","HGM",6395,141,0,0,0,7,"Host-Associated","Human","Gut",NULL
"DTR_842116","HGM",10257,141,1,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_842455","HGM",13174,141,7,0,0,13,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_842635","HGM",7518,141,2,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_842850","HGM",7427,96,2,0,1,5,"Host-Associated","Human","Gut",NULL
"DTR_842908","HGM",17292,128,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_842932","HGM",17472,141,8,0,0,16,"Host-Associated","Human","Gut",NULL
"DTR_842968","HGM",10238,141,6,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_842970","HGM",17288,136,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_843174","HGM",16911,141,9,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_843200","HGM",5317,34,1,0,0,8,"Host-Associated","Human","Gut",NULL
"DTR_843276","HGM",13193,141,3,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_843304","HGM",4581,141,1,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_843489","HGM",2181,102,1,0,0,4,"Host-Associated","Human","Gut","GCA_000873305.1"
"DTR_843553","HGM",13263,141,6,0,0,15,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_843574","HGM",16591,141,8,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_843653","HGM",9551,141,2,0,0,13,"Host-Associated","Human","Gut",NULL
"DTR_843748","HGM",12087,74,14,0,0,8,"Host-Associated","Human","Gut","GCA_900291325.1"
"DTR_843878","HGM",2859,141,4,0,0,1,"Host-Associated","Human","Gut",NULL
"DTR_843919","HGM",13264,141,7,0,0,14,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_843921","HGM",2253,141,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_844274","HGM",7518,141,2,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_844278","HGM",11699,141,5,0,0,15,"Host-Associated","Human","Gut",NULL
"DTR_844304","HGM",12149,141,2,1,0,16,"Host-Associated","Human","Gut",NULL
"DTR_844475","HGM",2144,131,1,0,0,0,"Host-Associated","Human","Gut",NULL
"DTR_844571","HGM",10563,141,2,0,1,9,"Host-Associated","Human","Gut",NULL
"DTR_844676","HGM",12819,119,3,0,0,15,"Host-Associated","Human","Gut",NULL
"DTR_844759","HGM",17189,37,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_844895","HGM",7892,119,2,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_844926","HGM",17078,109,7,0,0,17,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_845333","HGM",5402,119,1,0,0,7,"Host-Associated","Human","Gut",NULL
"DTR_845599","HGM",9828,119,2,0,1,16,"Host-Associated","Human","Gut",NULL
"DTR_845620","HGM",4913,119,0,0,0,2,"Host-Associated","Human","Gut",NULL
"DTR_845880","HGM",16521,99,16,1,0,14,"Host-Associated","Human","Gut",NULL
"DTR_845936","HGM",16689,119,9,0,0,16,"Host-Associated","Human","Gut","GCA_003307715.1"
"DTR_846491","HGM",17252,104,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_846610","HGM",17884,119,7,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_846934","HGM",12467,119,7,1,0,8,"Host-Associated","Human","Gut","GCA_002629785.1"
"DTR_847088","HGM",19142,119,2,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_847288","HGM",9239,119,2,1,0,16,"Host-Associated","Human","Gut",NULL
"DTR_847391","HGM",7081,113,6,0,0,8,"Host-Associated","Human","Gut",NULL
"DTR_847477","HGM",9608,119,3,0,0,14,"Host-Associated","Human","Gut",NULL
"DTR_847696","HGM",4581,119,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_847703","HGM",9476,119,4,0,0,10,"Host-Associated","Human","Gut",NULL
"DTR_847738","HGM",16689,119,8,0,0,17,"Host-Associated","Human","Gut","GCA_003307715.1"
"DTR_847752","HGM",3228,102,3,0,0,6,"Host-Associated","Human","Gut",NULL
"DTR_847870","HGM",16555,119,7,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_848055","HGM",9885,119,2,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_848374","HGM",9828,119,2,0,1,16,"Host-Associated","Human","Gut",NULL
"DTR_848470","HGM",17995,62,7,0,0,21,"Host-Associated","Human","Gut","GCA_003307715.1"
"DTR_848521","HGM",16260,119,6,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1"
"DTR_848573","HGM",7081,113,6,0,0,8,"Host-Associated","Human","Gut",NULL
"DTR_848674","HGM",18670,31,5,0,0,21,"Host-Associated","Human","Gut",NULL
"DTR_848892","HGM",10640,119,2,0,0,12,"Host-Associated","Human","Gut",NULL
"DTR_848894","HGM",16682,119,7,0,0,18,"Host-Associated","Human","Gut",NULL
"DTR_849469","HGM",17265,116,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_849578","HGM",2111,119,1,0,0,3,"Host-Associated","Human","Gut",NULL
"DTR_849982","HGM",16277,119,7,0,0,17,"Host-Associated","Human","Gut",NULL
"DTR_850052","HGM",16694,119,8,0,1,15,"Host-Associated","Human","Gut",NULL
"DTR_850146","HGM",16662,119,7,0,0,19,"Host-Associated","Human","Gut",NULL
"DTR_850159","HGM",17214,62,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_850263","HGM",19117,82,3,0,0,17,"Host-Associated","Human","Gut",NULL
"DTR_850264","HGM",17385,82,8,0,0,16,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_850302","HGM",17997,119,7,0,0,19,"Host-Associated","Human","Gut",NULL
"DTR_850487","HGM",17493,119,8,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_851160","HGM",2878,116,3,0,0,2,"Host-Associated","Human","Gut","GCA_001502215.1"
"DTR_851373","HGM",17214,62,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_851568","HGM",17216,61,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_851643","HGM",8605,141,1,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_851814","HGM",13249,119,7,0,0,17,"Host-Associated","Human","Gut",NULL
"DTR_851891","HGM",16803,119,7,0,0,17,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_851934","HGM",9883,67,3,2,0,7,"Host-Associated","Human","Gut",NULL
"DTR_852164","HGM",9052,78,3,0,0,9,"Host-Associated","Human","Gut","GCA_000897435.1"
"DTR_852530","HGM",9272,73,1,0,0,12,"Host-Associated","Human","Gut","GCA_000839145.1"
"DTR_852583","HGM",11984,73,1,0,0,11,"Host-Associated","Human","Gut",NULL
"DTR_852776","HGM",17204,37,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_853112","HGM",9335,73,3,0,0,6,"Host-Associated","Human","Gut","GCA_004916835.1"
"DTR_853317","HGM",17194,46,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_853436","HGM",13188,73,5,0,0,20,"Host-Associated","Human","Gut",NULL
"DTR_853908","HGM",17221,69,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_854250","HGM",16633,66,8,0,0,12,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_854464","HGM",4454,89,2,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_854627","HGM",17221,69,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_854674","HGM",16325,89,7,0,0,14,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_854694","HGM",4446,81,2,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_855075","HGM",7080,89,2,0,0,9,"Host-Associated","Human","Gut",NULL
"DTR_855605","HGM",16472,62,7,0,0,15,"Host-Associated","Human","Gut","GCA_000915675.1"
"DTR_855656","HGM",13484,89,6,0,0,14,"Host-Associated","Human","Gut",NULL
"DTR_856086","HGM",16403,81,1,0,0,49,"Host-Associated","Human","Gut",NULL
"DTR_856245","HGM",17221,69,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_856558","HGM",17204,43,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1"
"DTR_856653","HGM",16632,59,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1"
"DTR_856818","HGM",13576,53,3,1,0,17,"Host-Associated","Human","Gut",NULL
"DTR_856897","HGM",3217,89,1,0,0,5,"Host-Associated","Human","Gut",NULL
